udi,product_id,type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min
3909,L51088,L,302.3,311.2,1633,36.4,114
3617,M18476,M,301.8,311.1,1413,42.2,9
1065,M15924,M,296.8,307.9,1409,44.3,145
1574,L48753,L,298.2,308.2,1466,42.4,164
4536,L51715,L,302.4,310.2,1503,36.2,166
5949,L53128,L,300.7,310.8,2113,18.5,95
1058,L48237,L,296.8,307.8,1573,36.4,126
1220,M16079,M,296.9,308.1,1357,41.8,127
1568,L48747,L,298.1,308.2,1521,39.3,151
9355,M24214,M,298.2,308.8,1607,31.9,39
3928,H33341,H,302.7,311.5,1556,35.0,164
222,H29635,H,298.4,308.5,1827,24.3,153
707,M15566,M,297.8,309.0,1434,43.3,96
4877,M19736,M,303.7,312.4,1540,37.4,146
7619,M22478,M,300.5,311.4,1312,51.4,60
2967,L50146,L,300.6,309.3,1601,40.2,69
588,H30001,H,297.6,309.5,1623,33.1,224
6974,L54153,L,300.7,311.0,1462,41.9,126
6492,L53671,L,300.8,310.0,1468,52.7,178
9067,L56246,L,297.2,308.3,1656,30.3,124
2318,L49497,L,299.2,308.8,1605,31.1,181
2040,M16899,M,299.0,308.9,1449,39.6,105
3462,H32875,H,301.6,310.4,1330,49.5,30
484,L47663,L,297.4,309.0,1324,56.9,173
6798,M21657,M,301.2,310.7,1615,34.9,95
2764,L49943,L,299.8,309.2,1491,47.5,216
5780,L52959,L,301.6,311.1,1680,29.2,111
207,L47386,L,298.5,308.7,1609,35.3,117
1429,L48608,L,298.8,309.9,1568,33.7,13
2736,L49915,L,299.7,309.2,1412,45.4,147
4482,M19341,M,302.6,310.4,1544,35.1,25
3607,L50786,L,301.7,310.7,1318,55.0,194
4835,M19694,M,303.4,311.9,1510,42.2,36
8407,M23266,M,298.4,309.5,1344,45.3,122
6247,H35660,H,300.8,310.3,1457,46.8,182
1592,L48771,L,298.2,308.4,1355,49.4,209
3095,L50274,L,300.0,309.3,1972,22.0,175
187,L47366,L,298.1,308.3,1301,56.0,63
1544,L48723,L,298.4,308.9,1628,34.9,93
6787,L53966,L,301.2,310.6,1409,50.9,66
6183,L53362,L,301.0,310.8,1475,35.3,19
1051,L48230,L,296.6,307.6,1671,28.8,108
6181,L53360,L,301.0,310.9,1492,44.6,15
2716,M17575,M,299.5,309.0,1701,28.6,98
3910,H33323,H,302.3,311.3,1744,30.3,116
1545,L48724,L,298.4,309.0,1474,52.7,95
627,L47806,L,298.4,310.1,1533,35.2,92
5454,L52633,L,303.0,312.6,1451,42.1,125
8916,L56095,L,297.1,308.3,1403,54.1,179
6885,L54064,L,300.8,311.2,1492,39.0,109
124,L47303,L,298.9,308.7,1546,43.4,114
2322,M17181,M,299.2,308.8,1314,52.5,193
3383,L50562,L,301.3,310.6,1510,38.5,47
7135,M21994,M,300.5,310.0,1406,50.2,119
1245,L48424,L,297.1,308.4,1726,28.4,202
7132,M21991,M,300.5,309.8,1410,44.4,111
2834,L50013,L,300.3,309.2,1807,26.4,169
4412,L51591,L,302.5,310.3,1688,31.6,66
1817,L48996,L,298.1,307.6,1460,46.5,143
2554,L49733,L,299.3,309.1,1473,40.3,125
6578,L53757,L,301.4,310.4,1388,45.3,188
5976,H35389,H,300.5,310.7,1654,28.6,161
8571,H37984,H,297.9,308.7,1545,35.9,120
9591,M24450,M,299.2,310.4,1325,52.0,34
9770,L56949,L,298.6,309.6,1386,48.6,25
6074,M20933,M,300.9,310.8,1790,26.2,191
6751,M21610,M,301.7,311.0,1505,44.0,187
7509,M22368,M,300.5,311.9,1730,27.5,209
2747,L49926,L,299.7,309.2,1411,46.1,173
570,M15429,M,297.7,309.6,1596,35.2,173
9449,L56628,L,298.2,309.0,1780,29.3,91
322,L47501,L,297.8,308.4,1518,32.5,190
2111,H31524,H,299.3,309.0,1508,35.0,70
9145,M24004,M,297.5,308.5,1447,41.6,118
8331,L55510,L,298.8,309.7,1505,39.0,131
5351,M20210,M,303.4,312.8,1622,35.1,107
3500,L50679,L,301.9,311.0,1353,43.8,130
1603,H31016,H,297.8,307.9,1600,33.5,13
9581,M24440,M,299.5,310.7,1423,56.5,7
5856,M20715,M,301.2,310.9,1424,45.2,68
1408,L48587,L,298.9,310.0,1564,33.8,183
3301,H32714,H,301.3,310.4,1538,38.4,65
3213,L50392,L,300.3,309.2,1649,32.4,50
724,M15583,M,297.4,308.9,1500,46.3,137
9849,H39262,H,298.5,309.2,1568,40.6,39
663,M15522,M,297.6,308.9,1479,38.1,182
4435,L51614,L,302.4,310.1,1556,32.9,132
1727,L48906,L,298.3,307.8,1906,22.1,104
147,H29560,H,298.5,308.4,1612,36.1,174
1365,L48544,L,298.7,310.2,1566,33.1,68
4554,L51733,L,302.6,310.5,1461,45.4,0
5590,M20449,M,302.5,311.9,1298,57.5,57
3430,H32843,H,301.5,310.5,1551,34.3,166
1235,H30648,H,297.2,308.5,2440,14.0,166
5007,M19866,M,303.7,312.8,1366,47.3,49
3137,L50316,L,300.4,309.9,1435,54.8,70
7697,H37110,H,300.6,311.5,1282,60.2,24
8721,L55900,L,297.3,308.8,1554,36.1,70
8137,M22996,M,299.6,310.9,1474,39.7,64
9534,L56713,L,299.2,310.5,1705,29.5,95
2418,L49597,L,298.9,308.3,1576,36.6,7
9674,M24533,M,299.0,310.1,1593,35.4,5
8444,M23303,M,298.6,309.9,1668,32.3,6
8832,H38245,H,297.4,308.7,1726,26.8,158
6365,M21224,M,299.9,309.6,1489,41.7,56
6797,M21656,M,301.3,310.7,1300,58.3,92
1682,M16541,M,297.8,307.3,1804,26.0,222
2391,L49570,L,299.2,308.5,1487,41.2,140
9789,M24648,M,298.5,309.5,1535,39.8,87
219,L47398,L,298.3,308.6,1447,38.1,146
5541,L52720,L,302.4,311.8,1493,38.4,132
622,L47801,L,298.3,310.1,1408,45.3,78
8324,H37737,H,298.7,309.5,1453,40.4,108
7166,L54345,L,300.2,310.1,1392,47.9,201
9495,L56674,L,299.2,309.9,1516,41.4,219
6312,L53491,L,300.9,310.3,1446,44.5,135
9726,M24585,M,298.7,309.7,1629,27.9,136
4895,H34308,H,303.8,312.5,1447,46.6,198
4181,L51360,L,302.4,310.8,1686,28.8,150
6710,L53889,L,301.4,310.6,1481,37.6,77
6631,M21490,M,301.6,310.5,1414,49.3,106
1868,L49047,L,298.1,307.9,1502,41.8,79
531,M15390,M,297.6,309.5,1709,32.2,65
3109,L50288,L,299.8,309.2,1504,38.7,212
7911,M22770,M,300.8,312.2,1664,25.7,150
1517,L48696,L,298.2,308.9,1278,54.0,18
2102,L49281,L,299.3,309.3,1528,37.8,45
767,L47946,L,296.8,308.0,1561,38.3,9
2723,L49902,L,299.6,309.3,1558,34.8,115
2663,M17522,M,299.9,309.4,1483,38.1,193
6045,M20904,M,300.8,310.9,1522,41.7,115
3034,M17893,M,300.6,309.7,1934,22.8,15
6720,M21579,M,301.4,310.6,1431,40.6,101
7870,M22729,M,300.5,312.0,1779,27.7,46
7981,M22840,M,301.2,312.4,1505,39.6,102
6807,L53986,L,301.1,310.8,1608,32.9,119
4716,L51895,L,303.4,311.7,1476,42.3,180
3486,L50665,L,301.9,310.8,1427,47.7,92
8869,L56048,L,297.9,309.0,1456,46.5,52
6622,M21481,M,301.7,310.7,1861,21.8,84
5592,L52771,L,302.5,312.0,1574,33.8,63
6155,M21014,M,301.0,310.9,1765,24.2,179
4893,L52072,L,303.7,312.3,1922,23.1,193
5583,L52762,L,302.5,312.0,2052,18.9,40
9798,M24657,M,298.4,309.2,1597,33.5,116
6878,M21737,M,300.8,311.2,1488,40.1,87
2297,L49476,L,299.4,308.7,1553,42.7,128
3793,L50972,L,302.3,310.9,1459,35.0,32
1744,M16603,M,298.5,308.0,1713,25.8,154
3501,H32914,H,301.9,311.0,1871,26.0,132
371,M15230,M,297.5,308.3,1622,37.2,103
4344,L51523,L,301.7,309.8,1491,39.3,114
5118,L52297,L,304.1,313.6,1611,31.4,144
9358,M24217,M,298.3,308.9,1646,25.4,46
8455,L55634,L,298.6,310.0,1522,40.3,32
6230,L53409,L,301.3,310.9,2165,17.4,143
8190,L55369,L,299.7,311.0,1983,21.0,201
4085,L51264,L,302.0,310.4,1611,35.6,117
8637,L55816,L,297.5,308.4,1723,27.3,67
3422,M18281,M,301.5,310.5,1612,29.8,148
3482,L50661,L,302.0,310.9,1663,31.5,81
3999,L51178,L,302.1,311.0,1586,35.1,142
8629,L55808,L,297.5,308.4,1747,31.0,45
4215,L51394,L,301.9,310.6,1573,36.6,15
6666,L53845,L,301.3,310.4,1440,41.5,197
9147,L56326,L,297.6,308.6,1528,40.0,123
7560,M22419,M,300.4,311.4,1355,56.2,122
5696,L52875,L,302.4,311.8,1451,42.0,110
4569,M19428,M,302.7,310.8,1555,36.1,35
9318,L56497,L,298.5,309.5,1480,38.1,160
3067,M17926,M,300.1,309.2,1457,44.3,98
3511,L50690,L,301.7,311.0,1474,42.6,164
3387,H32800,H,301.5,310.8,1474,38.7,58
7358,L54537,L,299.6,310.1,1487,42.9,42
6960,L54139,L,300.6,311.0,1543,34.7,89
2090,L49269,L,299.5,309.3,1941,22.5,18
5596,M20455,M,302.7,312.0,1944,21.4,71
8051,L55230,L,300.7,312.0,1401,51.1,50
549,L47728,L,297.4,309.3,1332,53.2,115
3436,L50615,L,301.5,310.5,1389,54.9,187
3081,M17940,M,299.9,309.2,1539,43.2,132
9616,M24475,M,299.0,310.2,1564,39.9,97
4906,L52085,L,303.6,312.4,1363,53.1,7
2213,L49392,L,299.7,309.1,1475,40.0,123
8304,L55483,L,298.8,310.2,1504,41.0,51
9322,L56501,L,298.4,309.2,1335,53.5,168
9376,H38789,H,297.7,308.4,1288,49.5,91
9458,M24317,M,298.5,309.3,1692,26.7,118
1590,M16449,M,298.1,308.3,1453,41.5,204
3988,M18847,M,302.3,311.3,1444,43.1,115
5604,L52783,L,302.9,312.2,1340,57.8,90
9879,L57058,L,298.7,309.7,1293,59.1,125
4522,L51701,L,302.4,310.4,1865,23.9,129
5428,L52607,L,302.7,312.4,1423,51.9,60
1610,L48789,L,297.7,307.7,1581,34.9,31
8979,L56158,L,296.9,307.6,1435,45.0,119
6028,M20887,M,300.7,311.0,1413,44.3,72
7923,L55102,L,300.7,311.9,1462,39.7,181
8724,L55903,L,297.2,308.6,1578,34.4,76
8776,H38189,H,297.5,308.6,1536,38.7,7
360,M15219,M,297.6,308.3,1567,34.6,71
1110,L48289,L,296.6,307.5,1557,35.1,60
3690,L50869,L,302.1,311.4,1889,22.7,194
8623,L55802,L,297.5,308.3,1437,42.3,29
5997,M20856,M,300.5,310.2,1386,48.2,225
4172,M19031,M,302.2,310.5,1832,23.7,129
851,L48030,L,296.3,307.3,1567,31.4,5
9806,L56985,L,298.4,309.2,1651,28.5,141
2450,L49629,L,299.3,308.8,1772,25.2,89
3217,L50396,L,300.5,309.5,1653,27.6,62
2331,M17190,M,299.3,308.7,1390,49.3,215
843,M15702,M,296.6,307.5,1566,35.0,201
3765,L50944,L,302.4,311.0,1329,54.6,176
1318,L48497,L,299.0,310.3,1428,46.3,175
659,L47838,L,297.7,309.1,1562,36.8,172
6590,M21449,M,301.6,310.6,1553,38.9,0
5303,L52482,L,303.9,313.1,1491,37.2,195
4994,L52173,L,303.8,312.9,1819,23.7,16
6425,M21284,M,300.3,310.0,1409,43.2,9
2775,L49954,L,300.1,309.4,1559,39.7,24
9604,M24463,M,298.9,310.1,1549,40.2,65
554,M15413,M,297.4,309.3,1564,36.0,126
2949,L50128,L,300.7,309.5,1850,24.5,19
4677,L51856,L,303.4,311.5,1879,21.3,78
436,L47615,L,297.4,308.3,1493,41.2,43
9842,M24701,M,298.3,309.2,1359,51.4,21
229,M15088,M,298.3,308.5,1629,37.1,170
6490,M21349,M,300.7,309.8,1490,38.8,173
9729,L56908,L,298.8,309.8,1563,33.7,143
3590,L50769,L,301.7,310.5,2465,13.7,149
4981,M19840,M,303.7,312.8,1685,31.8,203
721,L47900,L,297.4,308.9,1809,23.8,131
6020,L53199,L,300.7,310.8,1519,43.9,55
3675,L50854,L,302.2,311.5,1346,52.4,157
6591,L53770,L,301.7,310.7,1763,25.9,3
8773,L55952,L,297.5,308.6,1621,28.9,0
5141,M20000,M,304.3,313.6,1585,32.1,202
4497,M19356,M,302.5,310.4,1605,36.0,69
6920,L54099,L,301.0,311.5,1444,39.8,197
4048,L51227,L,301.9,311.0,1455,46.0,29
748,L47927,L,296.8,308.1,1356,48.3,201
864,L48043,L,296.0,306.7,1416,44.2,46
7080,L54259,L,300.7,310.5,1445,41.1,201
6463,H35876,H,300.6,310.0,1483,44.0,97
6858,L54037,L,301.1,311.3,1622,35.6,34
6058,L53237,L,300.8,310.8,1689,32.9,151
4869,L52048,L,303.6,312.4,1418,46.0,128
3525,M18384,M,301.8,310.8,1365,48.2,199
1097,L48276,L,297.0,307.6,1680,35.8,20
9136,H38549,H,297.7,308.8,1404,50.3,97
9483,H38896,H,298.8,309.6,1309,57.4,185
4014,M18873,M,302.2,311.1,1728,34.0,179
6035,M20894,M,300.6,310.8,1389,48.1,88
3160,H32573,H,300.4,309.8,1409,47.5,138
1915,L49094,L,298.0,307.7,1643,32.3,200
4377,M19236,M,301.9,309.6,1551,34.6,211
6713,H36126,H,301.4,310.7,1516,36.4,83
8414,M23273,M,298.6,309.7,1422,49.7,139
6763,L53942,L,301.4,310.8,1362,53.2,4
7854,L55033,L,300.3,311.7,1317,56.5,7
826,L48005,L,296.6,307.3,1474,40.0,158
2071,L49250,L,299.7,309.5,1352,49.7,184
8621,L55800,L,297.6,308.5,1475,42.4,24
1627,M16486,M,297.9,307.8,1303,59.3,75
2164,L49343,L,299.6,309.2,1422,39.8,219
2155,M17014,M,299.3,308.9,1767,24.8,196
382,L47561,L,297.5,308.5,1546,40.4,129
3478,L50657,L,301.8,310.7,1547,41.7,72
6617,M21476,M,301.7,310.6,1380,45.8,70
3973,L51152,L,302.3,311.4,1511,34.7,75
2156,L49335,L,299.3,308.8,1341,47.7,199
139,H29552,H,298.8,308.6,1449,49.4,150
4472,L51651,L,302.8,310.6,1670,29.1,2
7468,H36881,H,300.3,311.6,1463,41.6,102
1099,M15958,M,296.9,307.4,1521,37.9,27
5194,H34607,H,304.0,313.1,1408,39.8,132
142,L47321,L,298.7,308.5,1544,35.2,159
8715,M23574,M,297.2,308.6,1444,41.1,56
4456,H33869,H,302.4,310.1,1597,28.9,179
5916,M20775,M,300.6,310.2,1532,38.7,16
869,M15728,M,295.8,306.5,1514,37.7,60
8565,M23424,M,298.0,308.7,1614,30.7,106
3539,L50718,L,302.0,311.1,1635,36.0,23
9377,H38790,H,297.7,308.4,1738,27.7,96
8267,L55446,L,299.1,310.6,1818,24.1,173
5065,L52244,L,304.0,313.0,1407,42.1,5
212,L47391,L,298.5,308.7,1575,33.9,128
7451,L54630,L,300.3,311.8,1451,41.0,55
7318,L54497,L,299.9,310.3,1638,29.1,152
101,L47280,L,298.8,308.9,1852,25.0,57
6284,L53463,L,301.3,310.8,1719,29.5,62
7656,L54835,L,300.4,311.5,1596,32.5,154
4434,H33847,H,302.4,310.2,1435,44.9,127
4330,L51509,L,301.6,310.0,1566,30.3,79
4679,H34092,H,303.6,311.7,1476,40.1,85
552,L47731,L,297.4,309.2,1274,54.3,121
2205,M17064,M,299.7,309.1,1352,46.1,102
8097,M22956,M,300.2,311.7,1555,37.4,169
7349,H36762,H,299.7,310.3,1462,40.4,19
8010,H37423,H,300.9,312.0,2129,17.8,173
3138,L50317,L,300.4,309.9,1567,36.5,72
4991,L52170,L,303.9,313.2,1393,46.5,9
7374,L54553,L,299.6,310.1,1553,38.0,83
7736,L54915,L,300.6,312.0,1406,55.1,136
2271,L49450,L,299.3,308.6,1437,48.1,67
9454,H38867,H,298.2,309.0,1360,56.8,107
3523,L50702,L,301.8,311.0,1651,32.5,195
5455,L52634,L,303.0,312.5,1461,40.2,127
9956,M24815,M,298.2,307.9,1462,38.8,124
412,L47591,L,297.5,308.7,1429,44.3,201
9771,H39184,H,298.6,309.5,1584,31.8,27
905,H30318,H,295.7,306.2,1458,49.8,151
1945,L49124,L,298.1,308.1,1791,27.3,63
1128,M15987,M,296.7,307.8,1672,32.4,113
8082,L55261,L,300.2,311.6,1356,53.5,132
3647,M18506,M,302.2,311.5,1863,25.7,85
4975,L52154,L,303.8,312.7,1414,41.7,190
4454,L51633,L,302.4,310.2,1400,53.7,175
1345,L48524,L,298.5,310.1,1809,28.9,20
4751,M19610,M,303.2,311.2,1688,31.9,33
2988,M17847,M,300.6,309.8,1659,28.9,127
4671,L51850,L,303.2,311.4,1610,35.5,63
1328,L48507,L,298.8,310.2,1814,26.8,204
7577,M22436,M,300.3,311.1,1477,44.2,166
3,L47182,L,298.1,308.5,1498,49.4,5
7483,M22342,M,300.2,311.6,1510,47.5,146
6571,L53750,L,301.4,310.6,1634,31.1,171
6855,L54034,L,301.0,311.2,1511,42.9,26
2110,M16969,M,299.3,309.0,1496,43.4,67
9071,L56250,L,297.1,308.2,1427,45.2,136
1770,L48949,L,298.4,307.9,1981,23.2,16
3355,L50534,L,301.6,310.9,1559,40.2,191
2432,M17291,M,298.9,308.2,1411,51.3,43
5498,M20357,M,302.9,312.5,1551,40.0,20
6531,H35944,H,301.3,310.6,1605,32.5,59
6280,L53459,L,301.3,310.8,1432,54.4,51
4034,L51213,L,302.1,310.8,1772,27.1,233
1788,L48967,L,298.4,308.2,1364,45.9,63
4747,L51926,L,303.2,311.2,1427,45.6,25
9022,M23881,M,297.4,308.2,1536,34.6,4
1884,M16743,M,298.0,307.6,1472,46.7,116
5753,H35166,H,302.3,311.8,1804,25.0,43
9791,L56970,L,298.6,309.5,1483,43.2,92
8083,H37496,H,300.1,311.5,1422,46.2,134
7146,L54325,L,300.5,310.0,1413,44.5,152
8519,M23378,M,298.3,309.6,1681,27.1,194
9653,M24512,M,299.0,310.0,1488,46.3,198
7513,M22372,M,300.5,311.8,1636,34.4,2
8680,L55859,L,297.3,308.5,1456,54.2,179
6056,L53235,L,300.7,310.8,1475,42.0,147
4379,M19238,M,301.9,309.6,1385,45.8,217
6634,M21493,M,301.5,310.5,1737,29.3,114
2009,L49188,L,298.5,308.3,1811,24.7,27
8155,L55334,L,299.6,310.7,1393,52.1,110
8948,M23807,M,297.3,308.2,1452,38.2,44
6105,M20964,M,300.8,310.8,1461,41.3,53
5799,L52978,L,301.5,310.9,1600,39.0,160
2709,L49888,L,299.6,309.1,2266,15.3,79
7558,M22417,M,300.4,311.5,1750,27.3,116
3107,L50286,L,299.8,309.1,1485,39.9,207
573,L47752,L,297.8,309.9,1351,49.0,181
6424,M21283,M,300.3,310.0,1537,37.5,6
8534,M23393,M,298.6,309.4,1465,41.1,30
5797,L52976,L,301.7,311.1,1399,55.1,156
8032,L55211,L,300.7,312.0,1550,32.4,5
6324,L53503,L,300.7,310.1,1351,46.9,165
3828,M18687,M,302.4,310.9,1469,41.6,124
1278,M16137,M,298.2,309.4,1408,46.5,76
4452,L51631,L,302.5,310.3,1549,40.9,170
9061,H38474,H,297.2,308.3,1453,45.8,105
8462,L55641,L,298.7,309.9,1446,43.3,46
9762,L56941,L,298.6,309.7,1703,26.1,5
9471,H38884,H,298.6,309.4,1439,47.1,149
9159,H38572,H,297.4,308.4,1487,46.2,150
5828,L53007,L,301.3,311.1,1624,40.9,0
4986,M19845,M,303.8,313.0,1789,23.5,215
3841,L51020,L,302.4,311.0,1610,33.1,161
3072,L50251,L,300.0,309.0,2174,16.9,112
6611,L53790,L,301.5,310.4,1543,34.0,55
7160,L54339,L,300.1,310.0,1511,41.7,186
3404,L50583,L,301.3,310.5,1337,52.7,106
7224,L54403,L,299.8,309.6,1374,51.6,137
7975,L55154,L,301.2,312.3,1528,38.4,85
2225,M17084,M,299.7,309.0,1645,31.9,155
8530,M23389,M,298.5,309.4,1522,47.4,20
1427,M16286,M,298.7,309.7,1622,34.6,8
3957,M18816,M,302.3,311.4,1500,40.2,30
3800,L50979,L,302.2,310.9,1506,34.0,49
8038,L55217,L,300.7,311.8,1603,34.1,17
4753,H34166,H,303.3,311.3,1502,39.5,38
5217,M20076,M,303.7,312.7,1316,51.8,197
874,L48053,L,295.9,306.4,1892,21.7,72
6507,H35920,H,301.0,310.1,1454,44.1,217
936,M15795,M,295.5,306.0,1641,36.6,21
123,L47302,L,299.0,308.8,1310,50.7,112
3348,L50527,L,301.3,310.6,1529,41.8,176
2962,L50141,L,300.6,309.4,1654,32.8,57
4177,M19036,M,302.3,310.7,1544,39.7,141
6754,L53933,L,301.6,310.9,1385,50.7,195
6874,L54053,L,301.0,311.4,1478,39.5,75
5396,L52575,L,302.8,312.4,1529,36.8,237
1613,M16472,M,297.9,307.9,1540,39.8,38
6851,M21710,M,301.0,311.2,1521,35.8,13
8033,L55212,L,300.8,312.0,1416,46.5,7
1419,L48598,L,298.8,309.9,1320,47.4,210
1756,L48935,L,298.0,307.3,1424,46.5,185
2026,L49205,L,298.7,308.5,1469,39.9,67
7765,M22624,M,300.4,311.7,1555,38.7,5
1773,L48952,L,298.4,308.0,1508,47.9,25
5732,L52911,L,302.2,311.6,1872,20.4,202
2233,L49412,L,299.5,308.6,1672,30.5,177
2912,M17771,M,300.7,309.5,1352,44.0,126
349,L47528,L,297.6,308.3,1617,31.7,39
1472,L48651,L,298.5,309.6,1421,53.6,122
7653,L54832,L,300.3,311.4,1346,51.1,147
7002,L54181,L,300.5,310.5,1564,38.2,199
1101,H30514,H,296.8,307.5,1695,30.0,33
8857,M23716,M,297.7,308.9,1327,63.7,21
5726,M20585,M,302.3,311.8,1557,34.1,185
886,L48065,L,295.7,306.2,1397,52.0,101
8969,L56148,L,297.1,307.8,1454,50.6,94
2995,L50174,L,300.5,309.8,1461,52.5,146
20,M14879,M,298.9,309.3,1632,32.5,55
4558,L51737,L,302.7,310.6,1686,26.3,9
4370,H33783,H,302.0,309.9,1735,27.2,192
7419,M22278,M,300.2,311.4,1427,39.7,196
4236,L51415,L,302.2,310.8,1438,41.4,66
3888,L51067,L,302.4,311.2,1448,50.5,53
1015,L48194,L,296.2,307.2,1445,41.8,20
1439,L48618,L,298.8,309.9,1482,39.1,45
5144,M20003,M,304.3,313.5,1525,42.0,2
7521,L54700,L,300.2,311.6,1529,35.5,21
903,L48082,L,295.6,306.1,1383,48.7,147
1476,M16335,M,298.4,309.5,1519,35.4,133
3578,M18437,M,301.6,310.4,1455,39.0,118
5902,L53081,L,301.0,310.7,1464,45.8,184
8603,L55782,L,297.4,308.1,1729,31.7,204
3265,H32678,H,301.3,310.1,1455,44.1,188
8836,H38249,H,297.4,308.8,1324,53.5,169
5708,L52887,L,302.4,311.8,1448,43.4,141
6435,M21294,M,300.3,309.9,1494,38.5,33
5763,L52942,L,301.8,311.2,1334,52.3,68
7891,L55070,L,300.8,312.4,1767,25.6,105
3050,L50229,L,300.1,309.2,1326,55.9,55
7615,L54794,L,300.5,311.4,1432,47.5,51
7966,L55145,L,301.1,312.3,1464,35.3,65
6504,M21363,M,300.9,309.9,1465,42.9,209
2209,H31622,H,299.8,309.2,1435,42.6,111
6936,L54115,L,300.7,311.2,1878,24.3,24
2999,L50178,L,300.5,309.7,1616,34.5,155
2947,M17806,M,300.7,309.5,1622,30.5,14
4235,H33648,H,302.2,310.9,1522,35.9,61
7228,L54407,L,299.7,309.6,1720,27.1,146
3258,L50437,L,301.2,309.9,1984,19.7,169
4155,M19014,M,302.0,310.4,1828,26.3,82
1205,L48384,L,296.9,308.0,1521,34.5,84
3932,M18791,M,302.7,311.7,1784,25.1,177
1081,L48260,L,297.0,307.8,1774,28.0,188
9900,L57079,L,298.7,309.2,1586,31.4,180
5913,M20772,M,300.7,310.3,1659,29.8,6
4675,L51854,L,303.4,311.5,1414,44.8,71
1251,L48430,L,297.3,308.7,1549,36.1,218
5308,L52487,L,304.0,313.3,1530,34.8,211
1890,H31303,H,297.7,307.4,1432,40.2,132
6385,H35798,H,300.1,309.6,1463,45.1,113
5158,H34571,H,304.1,313.3,1397,49.6,34
5930,L53109,L,300.3,310.2,1471,45.2,48
3626,M18485,M,302.1,311.4,1467,43.4,33
3983,L51162,L,302.2,311.3,1475,48.6,104
6163,L53342,L,301.0,310.8,1558,34.9,196
8156,L55335,L,299.5,310.8,1283,52.4,112
4924,M19783,M,303.4,312.2,1972,23.5,59
6829,L54008,L,301.0,310.9,1392,52.9,173
1650,H31063,H,298.0,307.9,1482,37.8,132
5879,L53058,L,301.4,311.0,1533,45.8,125
660,L47839,L,297.6,309.1,1449,49.1,174
9708,L56887,L,299.0,310.1,1699,32.9,87
9684,M24543,M,299.0,310.0,1338,56.4,29
441,L47620,L,297.4,308.5,1389,39.2,54
1639,L48818,L,297.9,307.8,1397,45.0,104
77,L47256,L,298.8,308.9,1461,47.9,206
6497,L53676,L,300.7,309.9,1815,27.0,190
4963,M19822,M,304.0,312.7,1456,51.2,160
5608,M20467,M,302.9,312.2,1745,25.5,98
5838,M20697,M,301.3,311.1,1834,25.4,22
6510,L53689,L,301.1,310.1,1564,36.8,7
6454,L53633,L,300.7,310.2,1807,24.2,77
2685,L49864,L,299.8,309.4,1460,37.4,25
9542,M24401,M,299.5,310.8,1754,31.3,114
6520,L53699,L,301.1,310.1,1417,46.9,35
742,L47921,L,296.9,308.3,1513,38.8,189
1233,L48412,L,297.2,308.6,1500,37.1,161
1618,L48797,L,297.8,307.8,1563,34.3,53
8128,M22987,M,300.1,311.3,1650,33.8,38
6718,M21577,M,301.4,310.6,1464,48.6,96
5107,L52286,L,304.0,313.3,1519,36.7,117
3377,M18236,M,301.5,310.8,1385,47.5,30
2104,M16963,M,299.3,309.1,1376,46.7,49
862,M15721,M,296.1,306.9,1951,23.3,38
4827,L52006,L,303.4,311.8,2268,15.8,20
1654,L48833,L,298.0,307.8,1386,57.3,147
7114,L54293,L,300.9,310.4,1561,32.7,67
3536,H32949,H,301.9,311.0,1672,29.9,13
317,L47496,L,297.8,308.4,1714,33.2,177
9372,L56551,L,297.7,308.4,1289,51.3,82
7694,L54873,L,300.6,311.6,1964,21.4,15
7279,H36692,H,300.0,310.1,1714,28.7,55
4176,L51355,L,302.3,310.7,1612,33.4,139
7731,L54910,L,300.6,311.9,1472,44.2,126
1485,M16344,M,298.0,309.0,1562,39.2,155
1651,M16510,M,298.0,307.9,1417,51.0,137
7908,L55087,L,300.8,312.3,1858,26.3,144
7213,M22072,M,299.8,309.7,1705,28.5,103
9808,L56987,L,298.2,309.0,1413,55.0,145
3241,L50420,L,300.9,309.5,1612,35.2,124
8981,L56160,L,297.0,307.6,1513,42.4,124
8450,L55629,L,298.4,309.9,1725,27.8,21
3162,L50341,L,300.4,309.8,1314,63.1,146
2189,L49368,L,299.7,309.3,1420,44.1,60
4995,M19854,M,303.5,312.6,1642,29.4,18
9736,L56915,L,299.0,310.1,1444,47.7,161
1861,L49040,L,297.8,307.6,1607,30.3,62
4116,H33529,H,302.0,310.6,1346,54.7,196
6761,L53940,L,301.5,310.9,1451,40.6,0
3248,M18107,M,301.0,309.8,1594,31.1,143
14,M14873,M,298.6,309.2,1742,30.0,37
6762,L53941,L,301.5,310.9,1400,50.8,2
5091,M19950,M,303.9,313.2,1570,40.7,74
2021,H31434,H,298.7,308.4,1560,33.3,53
1465,L48644,L,298.8,310.0,1412,46.3,107
9570,M24429,M,299.8,311.0,1948,20.0,185
8646,M23505,M,297.6,308.6,1492,35.5,88
9196,L56375,L,297.9,309.0,1532,37.6,47
7181,M22040,M,300.2,310.2,1628,30.3,27
2542,H31955,H,299.1,308.8,1553,32.6,90
3347,L50526,L,301.3,310.7,1761,24.3,174
3149,H32562,H,300.4,309.8,1448,39.7,107
6251,L53430,L,300.8,310.2,1520,37.7,193
