udi,product_id,type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,failure_type
4446,L51625,L,302.5,310.2,1716,29.9,156,No Failure
4447,L51626,L,302.5,310.3,1584,35.5,158,No Failure
4450,M19309,M,302.4,310.3,1378,54.3,165,Heat Dissipation Failure
4451,L51630,L,302.5,310.3,1551,37.3,168,No Failure
4453,M19312,M,302.5,310.3,1447,39.2,172,No Failure
4455,L51634,L,302.4,310.1,1401,48.8,177,No Failure
4457,L51636,L,302.3,310.1,1487,46.0,184,No Failure
4458,M19317,M,302.5,310.3,1710,27.3,186,No Failure
4459,L51638,L,302.6,310.4,1478,47.7,189,No Failure
4461,L51640,L,302.6,310.5,1596,32.8,193,No Failure
4463,L51642,L,302.7,310.5,1263,67.8,197,Heat Dissipation Failure
4464,L51643,L,302.8,310.6,2016,19.9,199,No Failure
4466,L51645,L,302.8,310.6,1404,43.2,203,No Failure
4469,L51648,L,302.7,310.5,1725,29.0,209,No Failure
4470,L51649,L,302.7,310.5,1446,40.9,211,Tool Wear Failure
4471,L51650,L,302.7,310.6,1564,34.3,0,No Failure
4476,L51655,L,302.7,310.5,1351,41.8,10,Heat Dissipation Failure
4478,L51657,L,302.6,310.3,1647,34.2,14,No Failure
4480,L51659,L,302.6,310.2,1923,21.5,18,No Failure
4481,H33894,H,302.7,310.4,1305,55.2,20,Heat Dissipation Failure
4483,H33896,H,302.7,310.5,1568,36.9,28,No Failure
4484,L51663,L,302.7,310.4,1489,42.7,33,No Failure
4485,M19344,M,302.6,310.4,1451,43.1,35,No Failure
4486,L51665,L,302.7,310.4,1542,35.7,38,No Failure
4488,L51667,L,302.5,310.5,1436,36.5,43,No Failure
4491,L51670,L,302.5,310.4,1967,20.3,50,No Failure
4492,H33905,H,302.6,310.4,1409,53.3,52,No Failure
4493,M19352,M,302.6,310.5,1420,56.4,57,No Failure
4495,H33908,H,302.6,310.4,1649,30.1,62,No Failure
4496,L51675,L,302.6,310.4,1359,57.2,67,Heat Dissipation Failure
4498,L51677,L,302.5,310.3,1523,36.0,72,No Failure
4500,H33913,H,302.6,310.3,1721,27.4,79,No Failure
4503,L51682,L,302.4,310.2,1642,28.3,88,No Failure
4506,L51685,L,302.4,310.1,1426,46.8,95,No Failure
4507,M19366,M,302.4,310.1,1520,36.6,97,No Failure
4508,L51687,L,302.4,310.1,1709,31.8,100,No Failure
4509,L51688,L,302.4,310.0,1426,46.6,102,No Failure
4512,L51691,L,302.5,310.2,1454,43.0,108,No Failure
4514,L51693,L,302.4,310.3,1900,24.4,113,No Failure
4515,L51694,L,302.4,310.3,1479,36.2,115,No Failure
4516,L51695,L,302.5,310.4,1415,48.2,117,No Failure
4518,L51697,L,302.4,310.3,1520,31.6,121,No Failure
4519,L51698,L,302.4,310.3,1480,45.8,123,No Failure
4521,L51700,L,302.4,310.4,1456,47.6,127,No Failure
4524,L51703,L,302.5,310.4,1488,48.4,134,No Failure
4525,M19384,M,302.5,310.5,1527,38.8,136,No Failure
4526,M19385,M,302.4,310.4,1463,42.2,139,No Failure
4527,L51706,L,302.4,310.4,1521,38.5,142,No Failure
4531,L51710,L,302.5,310.4,1487,42.0,152,No Failure
4532,L51711,L,302.5,310.5,1520,41.2,154,No Failure
4533,H33946,H,302.5,310.4,1422,41.9,156,No Failure
4534,M19393,M,302.4,310.3,1375,52.5,161,Heat Dissipation Failure
4535,L51714,L,302.4,310.2,1633,28.0,164,No Failure
4537,L51716,L,302.4,310.2,1351,45.1,168,Heat Dissipation Failure
4539,L51718,L,302.4,310.3,1923,23.3,172,No Failure
4540,L51719,L,302.5,310.3,1592,32.6,174,No Failure
4541,M19400,M,302.5,310.4,1580,35.6,176,No Failure
4544,M19403,M,302.6,310.5,1542,39.9,184,No Failure
4545,L51724,L,302.5,310.4,1349,55.1,187,Heat Dissipation Failure
4546,L51725,L,302.5,310.5,1463,43.0,189,No Failure
4547,M19406,M,302.5,310.4,1429,43.2,191,No Failure
4550,L51729,L,302.6,310.6,1549,37.5,199,No Failure
4551,M19410,M,302.5,310.5,1507,40.2,201,No Failure
4552,M19411,M,302.6,310.5,1524,33.7,204,No Failure
4553,M19412,M,302.7,310.5,1880,22.7,207,No Failure
4555,L51734,L,302.6,310.5,1748,28.2,2,No Failure
4556,L51735,L,302.7,310.6,1690,26.7,4,No Failure
4559,L51738,L,302.7,310.7,1369,47.5,11,Heat Dissipation Failure
4566,H33979,H,302.7,310.8,1275,55.0,25,Heat Dissipation Failure
4567,L51746,L,302.8,310.8,1402,50.5,30,No Failure
4568,M19427,M,302.8,310.8,1451,44.7,32,No Failure
4571,L51750,L,302.8,310.9,1312,52.2,40,Heat Dissipation Failure
4575,M19434,M,302.9,311.0,1402,40.7,52,No Failure
4577,M19436,M,302.9,311.1,1926,21.8,58,No Failure
4579,L51758,L,303.0,311.2,1641,32.6,63,No Failure
4580,L51759,L,303.0,311.2,1374,48.2,65,Heat Dissipation Failure
4581,L51760,L,303.0,311.2,1494,37.0,67,No Failure
4582,L51761,L,303.0,311.2,1601,32.9,69,No Failure
4583,L51762,L,302.9,311.2,1634,36.9,71,No Failure
4584,M19443,M,302.9,311.2,1467,37.7,73,No Failure
4586,L51765,L,302.8,311.1,1563,32.2,78,No Failure
4588,M19447,M,302.8,311.0,1507,33.4,82,No Failure
4589,L51768,L,302.8,311.0,1564,38.5,85,No Failure
4590,L51769,L,302.8,311.1,1721,30.0,87,No Failure
4591,L51770,L,302.8,311.1,1456,36.1,89,No Failure
4592,H34005,H,302.9,311.2,2102,17.8,91,No Failure
4593,L51772,L,302.9,311.1,1555,33.9,96,No Failure
4594,L51773,L,303.0,311.2,1409,41.9,98,No Failure
4595,M19454,M,303.0,311.2,1387,41.4,100,No Failure
4596,M19455,M,303.0,311.2,1460,43.9,103,No Failure
4597,L51776,L,303.0,311.2,1361,47.6,106,Heat Dissipation Failure
4599,L51778,L,303.1,311.2,1399,49.2,111,No Failure
4600,L51779,L,303.1,311.1,1420,55.8,113,No Failure
4601,L51780,L,303.0,311.0,1359,44.2,115,Heat Dissipation Failure
4603,M19462,M,303.0,311.0,1409,41.7,120,No Failure
4605,L51784,L,302.9,311.0,1820,24.6,128,No Failure
4606,H34019,H,302.9,311.0,1469,48.7,130,No Failure
4607,L51786,L,302.9,311.1,1556,45.3,135,No Failure
4608,L51787,L,303.0,311.1,1980,20.2,137,No Failure
4609,M19468,M,303.0,311.2,1519,38.0,139,No Failure
4610,L51789,L,303.0,311.2,1456,44.0,142,No Failure
4611,L51790,L,303.1,311.2,1394,45.3,144,No Failure
4612,L51791,L,303.0,311.3,1365,56.2,146,Heat Dissipation Failure
4613,L51792,L,303.0,311.3,2194,16.5,148,No Failure
4614,L51793,L,303.1,311.3,1403,55.6,150,No Failure
4616,L51795,L,303.0,311.3,1793,29.3,157,No Failure
4617,L51796,L,303.1,311.4,1829,24.5,159,No Failure
4619,M19478,M,303.0,311.3,1335,53.6,164,Heat Dissipation Failure
4620,H34033,H,303.1,311.3,2056,19.7,167,No Failure
4622,L51801,L,303.0,311.2,1341,51.0,174,Heat Dissipation Failure
4623,M19482,M,303.0,311.1,1526,37.3,176,No Failure
4624,L51803,L,303.0,311.1,1525,40.7,179,No Failure
4625,M19484,M,303.0,311.1,1428,39.8,181,No Failure
4626,L51805,L,303.0,311.2,1511,45.7,184,No Failure
4627,L51806,L,303.0,311.2,1664,29.8,186,No Failure
4628,M19487,M,303.0,311.2,1592,38.9,188,No Failure
4630,L51809,L,303.0,311.2,1735,26.1,194,No Failure
4631,L51810,L,302.9,311.2,1751,23.8,196,No Failure
4633,M19492,M,302.9,311.2,1330,53.7,200,Heat Dissipation Failure
4634,L51813,L,303.0,311.2,1382,50.5,203,No Failure
4635,L51814,L,303.0,311.2,1755,30.4,205,No Failure
4636,M19495,M,303.0,311.2,1614,35.7,207,No Failure
4640,L51819,L,303.1,311.3,1657,31.8,217,No Failure
4641,L51820,L,303.1,311.2,1435,40.1,219,No Failure
4642,H34055,H,303.1,311.3,1494,42.7,221,No Failure
4644,L51823,L,303.2,311.4,1324,54.2,228,Heat Dissipation Failure
4645,L51824,L,303.2,311.4,1514,41.2,230,No Failure
4646,L51825,L,303.3,311.4,1732,25.6,232,No Failure
4648,L51827,L,303.3,311.4,1958,21.5,0,No Failure
4649,L51828,L,303.3,311.4,1630,32.5,2,No Failure
4650,M19509,M,303.3,311.4,1395,59.1,4,No Failure
4652,L51831,L,303.2,311.4,1349,51.1,9,Heat Dissipation Failure
4656,L51835,L,303.1,311.1,1854,22.6,19,No Failure
4657,L51836,L,303.1,311.2,1626,32.3,21,No Failure
4658,L51837,L,303.1,311.2,1628,35.2,23,No Failure
4660,M19519,M,303.1,311.2,1489,44.5,27,No Failure
4661,L51840,L,303.2,311.2,1439,43.9,30,No Failure
4663,H34076,H,303.3,311.2,1607,31.7,34,No Failure
4664,L51843,L,303.3,311.3,1389,53.9,39,No Failure
4665,M19524,M,303.3,311.3,1566,46.1,41,No Failure
4667,M19526,M,303.3,311.5,1569,36.6,47,No Failure
4668,H34081,H,303.3,311.4,1651,30.6,50,No Failure
4672,L51851,L,303.3,311.4,1511,43.4,65,No Failure
4674,L51853,L,303.4,311.5,1501,36.2,69,No Failure
4676,H34089,H,303.5,311.5,1629,33.5,73,No Failure
4678,H34091,H,303.5,311.6,1466,47.0,80,No Failure
4680,L51859,L,303.6,311.8,1695,30.7,90,No Failure
4682,M19541,M,303.6,311.8,1659,34.7,94,No Failure
4683,L51862,L,303.6,311.8,1567,31.7,97,No Failure
4684,L51863,L,303.6,311.8,1736,32.9,99,No Failure
4685,M19544,M,303.6,311.8,1421,44.8,101,No Failure
4686,M19545,M,303.6,311.8,1627,30.8,104,No Failure
4688,L51867,L,303.5,311.6,2183,17.0,110,No Failure
4690,M19549,M,303.4,311.5,1560,36.4,114,No Failure
4691,M19550,M,303.4,311.5,1483,43.0,117,No Failure
4694,M19553,M,303.4,311.5,1817,24.7,125,No Failure
4695,L51874,L,303.4,311.5,1424,50.8,128,No Failure
4696,L51875,L,303.3,311.6,1514,34.7,130,No Failure
4698,M19557,M,303.5,311.6,1573,34.0,134,No Failure
4699,L51878,L,303.4,311.6,1564,41.9,137,No Failure
4700,L51879,L,303.5,311.6,1428,46.2,139,No Failure
4701,L51880,L,303.5,311.7,1620,31.0,141,No Failure
4702,H34115,H,303.5,311.7,1584,32.7,143,No Failure
4704,M19563,M,303.6,311.8,1432,42.5,150,No Failure
4706,L51885,L,303.6,311.8,1614,33.2,155,No Failure
4707,L51886,L,303.5,311.7,1959,22.3,157,No Failure
4708,L51887,L,303.5,311.8,1944,23.5,159,No Failure
4709,L51888,L,303.4,311.7,1793,25.8,161,No Failure
4710,M19569,M,303.4,311.6,1446,50.0,163,No Failure
4711,L51890,L,303.4,311.7,1673,32.2,166,No Failure
4712,M19571,M,303.4,311.7,1515,44.2,168,No Failure
4713,L51892,L,303.4,311.8,1564,35.9,171,No Failure
4714,L51893,L,303.5,311.8,1451,45.2,173,No Failure
4715,H34128,H,303.4,311.8,1693,28.3,175,No Failure
4717,L51896,L,303.4,311.6,1712,30.1,182,No Failure
4718,M19577,M,303.4,311.6,1425,45.4,184,No Failure
4719,L51898,L,303.3,311.6,1337,56.8,187,Heat Dissipation Failure
4720,M19579,M,303.4,311.7,1690,34.9,189,No Failure
4721,M19580,M,303.4,311.7,1353,44.1,192,Heat Dissipation Failure
4722,L51901,L,303.5,311.8,1927,21.9,195,No Failure
4723,M19582,M,303.4,311.8,1391,42.7,197,No Failure
4724,L51903,L,303.4,311.8,1366,50.9,200,Heat Dissipation Failure
4728,M19587,M,303.4,311.8,1341,47.0,210,Heat Dissipation Failure
4729,L51908,L,303.4,311.7,1406,47.1,213,No Failure
4730,L51909,L,303.4,311.8,1306,61.0,215,Heat Dissipation Failure
4732,L51911,L,303.3,311.6,1301,45.1,219,Heat Dissipation Failure
4733,L51912,L,303.3,311.7,1539,38.5,221,No Failure
4734,L51913,L,303.3,311.6,1484,44.6,223,No Failure
4735,L51914,L,303.2,311.5,1507,39.2,225,No Failure
4736,L51915,L,303.2,311.5,1544,42.5,227,No Failure
4737,L51916,L,303.2,311.5,1513,37.9,0,No Failure
4738,M19597,M,303.2,311.5,1336,58.2,2,Heat Dissipation Failure
4739,M19598,M,303.2,311.4,2102,19.0,5,No Failure
4740,L51919,L,303.2,311.4,1351,53.8,8,Heat Dissipation Failure
4741,L51920,L,303.3,311.5,1601,35.2,10,No Failure
4742,L51921,L,303.2,311.3,1393,52.9,12,No Failure
4744,L51923,L,303.3,311.3,1409,51.8,16,No Failure
4745,L51924,L,303.3,311.3,1393,47.4,18,No Failure
4746,H34159,H,303.2,311.2,1475,43.1,20,No Failure
4748,L51927,L,303.3,311.2,1763,27.3,27,No Failure
4749,L51928,L,303.2,311.2,1363,46.7,29,Heat Dissipation Failure
4750,L51929,L,303.2,311.2,1404,50.9,31,No Failure
4752,L51931,L,303.3,311.4,1510,37.3,36,No Failure
4754,H34167,H,303.2,311.4,1607,36.6,43,No Failure
4756,L51935,L,303.4,311.7,1295,51.3,51,Heat Dissipation Failure
4757,H34170,H,303.4,311.7,1991,19.0,53,No Failure
4758,L51937,L,303.4,311.6,1497,42.8,58,No Failure
4759,L51938,L,303.5,311.6,1465,48.7,60,No Failure
4762,H34175,H,303.7,311.9,1332,52.7,66,Heat Dissipation Failure
4763,M19622,M,303.7,312.0,2663,11.4,71,Power Failure
4764,L51943,L,303.7,312.1,1443,45.9,74,No Failure
4766,L51945,L,303.7,312.0,1892,22.5,79,No Failure
4768,L51947,L,303.6,311.9,1473,50.1,84,No Failure
4770,H34183,H,303.6,311.9,1544,37.1,88,No Failure
4772,M19631,M,303.6,311.9,1617,36.0,95,No Failure
4773,M19632,M,303.6,312.0,1435,37.9,98,No Failure
4774,L51953,L,303.6,312.0,1391,50.3,101,No Failure
4775,L51954,L,303.6,312.0,1827,23.3,103,No Failure
4776,L51955,L,303.5,312.0,1761,25.8,105,No Failure
4777,L51956,L,303.5,312.1,1522,36.4,107,No Failure
4778,M19637,M,303.5,312.2,1818,23.6,109,No Failure
4779,H34192,H,303.6,312.2,1371,54.6,112,Heat Dissipation Failure
4781,L51960,L,303.7,312.4,1404,46.6,119,No Failure
4782,L51961,L,303.7,312.3,1384,45.9,121,No Failure
4784,L51963,L,303.7,312.5,1641,36.0,125,No Failure
4786,H34199,H,303.9,312.7,1401,50.0,129,No Failure
4787,L51966,L,303.8,312.6,1577,41.3,134,No Failure
4788,L51967,L,303.7,312.6,1396,44.1,136,No Failure
4789,H34202,H,303.7,312.6,1514,35.5,138,No Failure
4792,M19651,M,303.7,312.7,1469,48.5,147,No Failure
4793,H34206,H,303.7,312.7,1564,40.2,150,No Failure
4794,H34207,H,303.6,312.6,1498,40.2,155,No Failure
4797,L51976,L,303.5,312.4,1390,47.3,164,No Failure
4798,L51977,L,303.5,312.5,1380,46.1,166,No Failure
4800,L51979,L,303.5,312.5,1418,42.2,170,No Failure
4801,M19660,M,303.5,312.5,1353,51.0,172,No Failure
4802,L51981,L,303.5,312.4,1574,32.7,175,No Failure
4805,L51984,L,303.7,312.6,1621,38.8,182,No Failure
4806,L51985,L,303.6,312.6,1606,33.6,184,No Failure
4807,H34220,H,303.6,312.5,1375,54.0,186,No Failure
4808,L51987,L,303.5,312.4,1503,36.5,191,No Failure
4809,L51988,L,303.5,312.3,1404,48.6,193,No Failure
4812,M19671,M,303.4,312.0,1748,28.4,200,No Failure
4813,L51992,L,303.4,311.9,1531,37.9,203,No Failure
4814,M19673,M,303.3,311.8,1536,40.6,205,No Failure
4816,H34229,H,303.4,311.9,1534,33.2,210,No Failure
4817,L51996,L,303.4,312.0,1521,35.9,215,Tool Wear Failure
4819,M19678,M,303.6,312.1,1967,20.9,2,No Failure
4820,L51999,L,303.6,312.2,1696,30.7,5,No Failure
4821,M19680,M,303.6,312.1,1627,32.5,7,No Failure
4822,L52001,L,303.5,311.9,1405,45.6,10,No Failure
4828,L52007,L,303.4,311.8,1438,58.9,22,No Failure
4829,L52008,L,303.5,311.9,1515,39.2,24,No Failure
4830,L52009,L,303.4,311.9,1491,38.2,26,No Failure
4833,L52012,L,303.5,312.0,1436,45.1,32,No Failure
4834,L52013,L,303.4,311.9,1377,41.6,34,Heat Dissipation Failure
4836,M19695,M,303.4,311.9,1419,50.9,39,No Failure
4838,H34251,H,303.3,311.8,1806,27.7,44,No Failure
4841,L52020,L,303.4,311.9,1298,63.9,59,Heat Dissipation Failure
4842,M19701,M,303.3,311.8,1441,44.9,61,No Failure
4844,L52023,L,303.3,311.8,1842,24.5,67,No Failure
4845,M19704,M,303.4,311.8,1316,50.9,69,Heat Dissipation Failure
4847,M19706,M,303.3,311.8,1548,33.5,75,No Failure
4848,L52027,L,303.4,311.9,1434,44.6,78,No Failure
4849,H34262,H,303.5,312.0,1397,52.9,80,No Failure
4850,M19709,M,303.5,312.0,1475,42.9,85,No Failure
4851,L52030,L,303.5,312.0,1441,56.8,88,No Failure
4853,L52032,L,303.7,312.2,1619,34.9,92,No Failure
4854,L52033,L,303.7,312.2,1487,34.0,94,No Failure
4856,L52035,L,303.7,312.3,1375,46.2,98,No Failure
4857,M19716,M,303.6,312.3,1698,31.3,100,No Failure
4859,L52038,L,303.7,312.3,1349,51.0,105,No Failure
4860,L52039,L,303.7,312.4,1535,38.6,107,No Failure
4862,L52041,L,303.5,312.3,1946,21.1,112,No Failure
4863,L52042,L,303.5,312.1,1326,55.7,114,No Failure
4864,M19723,M,303.6,312.3,1915,22.3,116,No Failure
4865,L52044,L,303.6,312.3,1451,43.4,119,No Failure
4866,M19725,M,303.5,312.3,1624,34.8,121,No Failure
4867,L52046,L,303.6,312.4,1781,28.7,124,No Failure
4870,L52049,L,303.7,312.4,1718,26.5,130,No Failure
4871,M19730,M,303.7,312.4,1631,28.5,132,No Failure
4872,L52051,L,303.7,312.4,1513,40.1,135,No Failure
4874,M19733,M,303.7,312.4,1474,38.8,139,No Failure
4875,L52054,L,303.8,312.5,1619,30.9,142,No Failure
4876,L52055,L,303.7,312.4,1702,31.2,144,No Failure
4878,M19737,M,303.7,312.4,1546,33.7,149,No Failure
4880,H34293,H,303.7,312.5,1520,35.6,154,No Failure
4882,M19741,M,303.8,312.6,1406,47.1,162,No Failure
4883,L52062,L,303.7,312.5,1462,46.2,165,No Failure
4884,M19743,M,303.8,312.6,1684,29.3,167,No Failure
4885,H34298,H,303.8,312.5,1655,28.0,170,No Failure
4888,L52067,L,303.7,312.5,1481,33.3,182,No Failure
4891,L52070,L,303.7,312.4,1525,43.9,188,No Failure
4894,M19753,M,303.8,312.5,1448,44.3,195,No Failure
4896,M19755,M,303.8,312.4,1597,33.4,203,No Failure
4898,H34311,H,303.8,312.5,1525,38.0,209,No Failure
4900,L52079,L,303.6,312.3,2168,17.7,219,No Failure
4902,M19761,M,303.6,312.3,1630,32.4,223,No Failure
4903,L52082,L,303.6,312.3,1616,29.3,226,No Failure
4904,L52083,L,303.6,312.4,2232,16.8,0,No Failure
4907,H34320,H,303.6,312.4,1436,45.6,9,No Failure
4909,M19768,M,303.6,312.5,1459,48.2,17,No Failure
4910,L52089,L,303.5,312.4,1481,43.7,20,No Failure
4911,M19770,M,303.5,312.4,1606,31.7,22,No Failure
4912,L52091,L,303.5,312.3,1681,29.8,25,No Failure
4913,L52092,L,303.5,312.2,1511,37.1,27,No Failure
4916,H34329,H,303.5,312.3,1386,49.0,35,No Failure
4917,H34330,H,303.4,312.3,1769,27.9,40,No Failure
4918,M19777,M,303.4,312.2,1561,38.2,45,No Failure
4919,L52098,L,303.3,312.2,1457,40.7,48,No Failure
4920,L52099,L,303.3,312.2,1506,40.0,50,No Failure
4922,L52101,L,303.4,312.3,1287,54.8,54,No Failure
4925,H34338,H,303.4,312.3,1522,42.1,62,No Failure
4926,L52105,L,303.4,312.3,1680,30.6,67,No Failure
4927,L52106,L,303.4,312.3,1502,36.0,69,No Failure
4928,M19787,M,303.5,312.3,1543,33.3,71,No Failure
4930,L52109,L,303.5,312.4,1340,44.5,76,No Failure
4932,M19791,M,303.3,312.1,1693,30.0,80,No Failure
4934,H34347,H,303.4,312.2,1554,36.8,85,No Failure
4936,L52115,L,303.4,312.3,1479,42.8,92,No Failure
4937,L52116,L,303.5,312.4,1284,70.6,94,Power Failure
4939,M19798,M,303.5,312.4,1606,30.1,98,No Failure
4940,L52119,L,303.6,312.5,1286,62.4,101,No Failure
4942,M19801,M,303.6,312.7,1699,31.5,105,No Failure
4943,L52122,L,303.5,312.6,1602,34.2,108,No Failure
4944,H34357,H,303.6,312.6,1436,42.0,110,No Failure
4946,L52125,L,303.6,312.7,1418,44.1,118,No Failure
4947,M19806,M,303.7,312.7,1669,31.7,120,No Failure
4948,L52127,L,303.7,312.7,1395,53.9,123,No Failure
4949,M19808,M,303.8,312.7,1500,41.7,125,No Failure
4950,M19809,M,303.8,312.7,1555,33.4,128,No Failure
4951,M19810,M,303.8,312.7,1919,20.2,131,No Failure
4952,L52131,L,303.8,312.7,1596,36.6,134,No Failure
4953,M19812,M,303.8,312.7,1374,53.6,136,No Failure
4956,M19815,M,303.8,312.5,1366,45.1,143,No Failure
4957,M19816,M,303.8,312.5,2344,15.2,146,No Failure
4959,L52138,L,303.8,312.5,1523,47.0,152,No Failure
4960,L52139,L,303.8,312.6,1735,25.9,154,No Failure
4961,L52140,L,303.9,312.7,1339,62.3,156,No Failure
4962,L52141,L,303.9,312.7,1800,24.3,158,No Failure
4965,L52144,L,303.9,312.7,1602,33.9,165,No Failure
4966,M19825,M,303.8,312.7,1364,49.3,167,No Failure
4967,L52146,L,303.8,312.6,1793,28.1,170,No Failure
4968,L52147,L,303.9,312.6,1426,53.4,172,No Failure
4969,M19828,M,303.9,312.7,1485,43.3,174,No Failure
4970,L52149,L,303.9,312.7,1528,38.4,177,No Failure
4971,L52150,L,303.8,312.6,1565,36.0,179,No Failure
4972,L52151,L,303.8,312.7,1838,27.8,181,No Failure
4973,H34386,H,303.8,312.6,1811,24.9,183,No Failure
4976,L52155,L,303.7,312.7,1426,45.5,192,No Failure
4977,L52156,L,303.7,312.7,1359,56.8,194,Overstrain Failure
4979,L52158,L,303.6,312.7,1429,47.7,198,No Failure
4982,M19841,M,303.7,312.8,1558,37.7,206,No Failure
4983,L52162,L,303.7,313.0,1811,24.3,209,No Failure
4984,L52163,L,303.8,313.1,1869,25.8,211,No Failure
4987,L52166,L,303.7,312.9,1502,40.5,0,No Failure
4988,M19847,M,303.7,313.0,1303,54.4,2,No Failure
4989,L52168,L,303.8,313.1,2497,13.0,5,Power Failure
4992,M19851,M,303.9,313.0,1475,41.0,11,No Failure
4993,L52172,L,303.8,312.9,1573,34.6,14,No Failure
4996,L52175,L,303.6,312.6,1540,39.8,21,No Failure
5000,M19859,M,303.7,312.9,1532,41.3,32,No Failure
5001,L52180,L,303.7,312.8,1832,23.6,35,No Failure
5002,M19861,M,303.6,312.7,2174,17.6,37,No Failure
5004,L52183,L,303.7,312.8,1437,51.3,42,No Failure
5005,L52184,L,303.7,312.8,1364,46.3,44,No Failure
5008,L52187,L,303.8,312.9,1442,48.3,52,No Failure
5009,H34422,H,303.7,312.8,1488,42.8,54,No Failure
5010,L52189,L,303.7,312.8,1523,40.7,59,No Failure
5011,L52190,L,303.7,312.8,1543,38.3,61,No Failure
5012,M19871,M,303.7,312.8,1634,33.8,63,No Failure
5015,L52194,L,303.8,313.0,1452,38.6,72,No Failure
5016,L52195,L,303.9,313.0,1759,28.4,74,No Failure
5017,L52196,L,303.9,313.0,1408,47.5,76,No Failure
5019,M19878,M,303.9,313.0,1620,36.6,80,No Failure
5022,L52201,L,304.0,313.0,1350,61.1,88,No Failure
5024,M19883,M,304.0,313.0,1575,34.5,92,No Failure
5025,L52204,L,303.9,313.1,1639,29.0,95,No Failure
5027,L52206,L,303.9,313.2,1481,40.0,100,No Failure
5028,L52207,L,304.0,313.3,1294,54.6,102,No Failure
5029,M19888,M,303.9,313.2,1630,29.3,104,No Failure
5030,M19889,M,303.9,313.2,1624,39.8,107,No Failure
5031,M19890,M,303.9,313.1,1437,48.3,110,No Failure
5032,M19891,M,303.8,313.0,1514,45.0,113,No Failure
5035,M19894,M,303.9,313.1,1514,41.1,121,No Failure
5036,M19895,M,304.0,313.2,1500,40.6,124,No Failure
5037,L52216,L,304.0,313.2,1615,37.8,127,No Failure
5038,M19897,M,304.1,313.2,1586,41.1,129,No Failure
5039,L52218,L,304.1,313.3,1732,28.5,132,No Failure
5041,H34454,H,304.1,313.2,1586,34.6,139,No Failure
5043,L52222,L,304.1,313.2,1569,35.8,146,No Failure
5044,L52223,L,304.1,313.2,1468,39.4,148,No Failure
5046,M19905,M,304.1,313.2,1510,46.9,152,No Failure
5047,M19906,M,304.1,313.2,1410,42.4,155,No Failure
5048,M19907,M,304.1,313.3,1680,29.3,158,No Failure
5050,H34463,H,304.0,313.1,1472,45.5,166,No Failure
5053,L52232,L,303.9,313.0,1433,48.4,178,No Failure
5055,L52234,L,303.8,312.9,1619,35.7,182,No Failure
5057,M19916,M,303.9,312.9,1430,53.5,189,No Failure
5058,L52237,L,303.8,312.9,1367,49.9,192,No Failure
5060,L52239,L,303.9,312.8,1419,47.9,196,No Failure
5061,L52240,L,304.0,312.8,1542,42.7,198,No Failure
5062,L52241,L,304.0,312.9,1363,62.5,200,Overstrain Failure
5063,L52242,L,304.0,312.9,1313,53.9,202,No Failure
5064,H34477,H,304.0,312.9,1495,46.6,0,No Failure
5066,L52245,L,304.1,313.0,1566,37.2,7,No Failure
5070,M19929,M,304.2,313.2,1380,48.7,17,No Failure
5071,M19930,M,304.2,313.1,1608,31.1,20,No Failure
5074,M19933,M,304.0,313.0,1454,46.8,30,No Failure
5076,L52255,L,304.1,313.2,1366,46.6,35,No Failure
5077,L52256,L,304.2,313.2,1464,44.9,37,No Failure
5078,L52257,L,304.3,313.3,1775,24.9,39,No Failure
5079,M19938,M,304.3,313.4,1482,43.8,41,No Failure
5081,L52260,L,304.2,313.3,1410,51.6,47,No Failure
5085,L52264,L,304.1,313.1,1969,20.8,59,No Failure
5086,M19945,M,304.0,313.0,1377,56.0,61,No Failure
5089,L52268,L,304.0,313.1,1465,41.0,69,No Failure
5090,M19949,M,303.9,313.1,1483,47.2,71,No Failure
5092,L52271,L,303.9,313.2,1345,48.2,77,No Failure
5093,M19952,M,303.9,313.2,1608,40.6,79,No Failure
5094,M19953,M,304.0,313.3,1415,52.8,82,No Failure
5095,M19954,M,304.1,313.5,1470,45.8,85,No Failure
5097,H34510,H,304.2,313.5,1627,32.2,91,No Failure
5099,L52278,L,304.2,313.4,1475,40.2,98,No Failure
5100,L52279,L,304.2,313.5,1438,50.1,100,No Failure
5102,M19961,M,304.1,313.4,1518,42.4,105,No Failure
5103,M19962,M,304.1,313.5,1587,33.6,108,No Failure
5104,L52283,L,304.1,313.4,1399,43.7,111,No Failure
5106,L52285,L,304.1,313.4,1374,56.6,115,No Failure
5109,L52288,L,303.9,313.3,1394,51.6,121,No Failure
5110,M19969,M,304.0,313.4,1389,45.8,123,No Failure
5111,M19970,M,304.0,313.5,1732,26.2,126,No Failure
5112,L52291,L,304.1,313.6,1556,37.4,129,No Failure
5113,M19972,M,304.1,313.6,1441,43.7,131,No Failure
5115,M19974,M,304.2,313.8,1481,44.9,136,No Failure
5116,M19975,M,304.2,313.7,2113,18.4,139,No Failure
5119,M19978,M,304.2,313.6,1512,33.4,146,No Failure
5122,L52301,L,304.2,313.6,1469,40.0,154,No Failure
5123,H34536,H,304.2,313.5,1684,29.8,156,No Failure
5124,M19983,M,304.2,313.5,1532,41.3,161,No Failure
5125,M19984,M,304.2,313.5,1557,37.3,164,No Failure
